Rank,Sourceid,Title,Type,Issn,SJR Best Quartile,Country,Areas
30680,21101055968,Cuadernos LIRICO,journal,22628339,-,France,Arts and Humanities
30681,21101089619,Cubic Journal,journal,"25897101, 25897098",-,Netherlands,Arts and Humanities; Engineering
30682,21101019621,Cubo,journal,"07167776, 07190646",-,Chile,Mathematics
30683,21101007411,Cuestiones de Fisioterapia,journal,11358599,-,Spain,Health Professions; Medicine
30684,21100944391,Cultura,journal,"03931560, 26122391",-,Italy,Arts and Humanities
30685,21100940690,Cultural Management: Science and Education,journal,25126962,-,Germany,"Arts and Humanities; Business, Management and Accounting; Social Sciences"
30686,21100324366,Culture et Musees,book series,"17662923, 21114528",-,France,Arts and Humanities; Social Sciences
30687,21100972444,Current Addiction Reports,journal,21962952,-,Switzerland,Medicine; Psychology
30688,21101021076,Current Behavioral Neuroscience Reports,journal,21962979,-,United States,Medicine; Neuroscience
30689,21101017384,Current Developmental Disorders Reports,journal,21962987,-,Switzerland,Medicine; Neuroscience; Psychology
30690,21100970270,Current Issues in Criminal Justice,journal,"10345329, 22069542",-,United Kingdom,Social Sciences
30691,21100980646,Current Issues in Personality Psychology,journal,"23534192, 2353561X",-,Poland,Psychology
30692,21100936543,Current Materials Science,journal,"26661462, 26661454",-,Netherlands,Materials Science
30693,21101037127,Current Oral Health Reports,journal,21963002,-,Netherlands,Dentistry; Immunology and Microbiology; Medicine
30694,21101037129,Current Otorhinolaryngology Reports,journal,2167583X,-,Germany,Medicine
30695,21101075509,Current Pediatrics Reports,journal,21674841,-,United States,Medicine
30696,21101019765,Current Physical Medicine and Rehabilitation Reports,journal,21674833,-,United States,Health Professions; Medicine
30697,21101039902,Current Research in Biotechnology,journal,25902628,-,Netherlands,"Biochemistry, Genetics and Molecular Biology"
30698,21101022831,Current Research in Food Science,journal,26659271,-,Netherlands,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
30699,21101090592,Current Research in Physiology,journal,26659441,-,Netherlands,"Biochemistry, Genetics and Molecular Biology; Medicine"
30700,21101044947,Current Research in Structural Biology,journal,2665928X,-,Netherlands,"Biochemistry, Genetics and Molecular Biology"
30701,21101055116,Current Reviews in Clinical and Experimental Pharmacology,journal,"27724328, 27724336",-,United Arab Emirates,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
30702,21101048373,Current Sustainable/Renewable Energy Reports,journal,21963010,-,Switzerland,Energy; Engineering
30703,21101021074,Current Transplantation Reports,journal,21963029,-,United States,Immunology and Microbiology; Medicine
30704,21101030756,Current Treatment Options in Allergy,journal,21963053,-,Switzerland,Medicine
30705,21101023028,CVIR Endovascular,journal,25208934,-,Switzerland,Medicine
30706,21101019779,Cybersecurity,journal,"20964862, 25233246",-,United Kingdom,Computer Science
30707,21100900279,Cytokine: X,journal,25901532,-,United States,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
30708,21101027516,Dancecult,journal,19475403,-,Ireland,Arts and Humanities; Social Sciences
30709,21100981106,Danza e Ricerca,journal,20361599,-,Italy,Arts and Humanities
30710,21101058362,Darulfunun Ilahiyat,journal,"26515083, 26306069",-,Turkey,Arts and Humanities
30711,21101061989,Data Intelligence,journal,"2641435X, 20967004",-,United States,Computer Science; Social Sciences
30712,21100933896,De Medio Aevo,journal,22555889,-,Spain,Arts and Humanities; Social Sciences
30713,21101044833,Decision Making: Applications in Management and Engineering,journal,"26200104, 25606018",-,Serbia,Decision Sciences
30714,21100967064,Defence Life Science Journal,journal,24560537,-,India,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
30715,21101046211,Dejiny - Teorie - Kritika,journal,"24645370, 12147249",-,Czech Republic,Arts and Humanities
30716,21101047121,Delaware Journal of Public Health,journal,26396378,-,United States,Medicine; Social Sciences
30717,21101083128,Dental Journal,journal,"19783728, 24429740",-,Indonesia,Dentistry
30718,21101005197,Departures in Critical Qualitative Research,journal,"23339489, 23339497",-,United States,Social Sciences
30719,21101019623,Depositional Record,journal,20554877,-,United States,Earth and Planetary Sciences; Environmental Science
30720,21101100210,Derbyana,journal,27641465,-,Brazil,Earth and Planetary Sciences
30721,21100926573,Derecho PUCP,journal,"23052546, 02513420",-,Peru,Social Sciences
30722,21101024200,Designs,journal,24119660,-,Switzerland,Engineering
30723,21101016917,Detritus,journal,"26114127, 26114135",-,Italy,Environmental Science
30724,21101046179,Diacritica,journal,"08708967, 21839174",-,Portugal,Arts and Humanities; Social Sciences
30725,21100933990,Dialogue and Universalism,journal,"12345792, 16893816",-,Poland,Arts and Humanities; Social Sciences
30726,21100902867,Differencialnie Uravnenia i Protsesy Upravlenia,journal,18172172,-,Russian Federation,Computer Science; Mathematics
30727,21101059781,Digital Biomarkers,journal,2504110X,-,Switzerland,Computer Science; Medicine
30728,21101055724,Digital Chinese Medicine,journal,"2096479X, 25893777",-,China,Computer Science; Medicine
30729,21100239836,Digital Evidence and Electronic Signature Law Review,journal,17564611,-,United Kingdom,Social Sciences
30730,21100981170,Digital Studies/ Le Champ Numerique,journal,19183666,-,United Kingdom,Arts and Humanities; Computer Science; Social Sciences
30731,21100922756,Dilbilim Arastirmalari Dergisi,journal,"13008552, 25870939",-,Turkey,Social Sciences
30732,21100927252,Diritto Pubblico,journal,"17218985, 26122464",-,Italy,Social Sciences
30733,21101022219,Disaster and Emergency Medicine Journal,journal,"25435957, 24514691",-,Poland,Health Professions; Medicine
30734,21100972439,Discipline Filosofiche,journal,"15919625, 22797343",-,Italy,Arts and Humanities
30735,21101038561,Discover Oncology,journal,27306011,-,Germany,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
30736,21101041507,Discrete Mathematics Letters,journal,26642557,-,Pakistan,Mathematics
30737,21100925649,Discussiones Mathematicae - General Algebra and Applications,journal,"20840373, 15099415",-,Poland,Mathematics
30738,21101045043,Disegno,journal,25332899,-,Italy,Arts and Humanities; Engineering; Social Sciences
30739,21101024199,Disparidades. Revista de Antropologia,journal,26596881,-,Spain,Social Sciences
30740,21101026991,Disputatio (Spain),journal,22540601,-,Spain,Arts and Humanities
30741,21101028201,Divergencia,journal,07192398,-,Chile,Arts and Humanities; Social Sciences
30742,21101038513,Dizhi Xuebao/Acta Geologica Sinica,journal,00015717,-,China,Earth and Planetary Sciences
30743,21100978909,Documenta et Instrumenta,journal,"16974328, 16973798",-,Spain,Arts and Humanities
30744,21100203120,Documentatieblad voor de Nederlandse Kerkgeschiedenis na 1800,journal,"26659492, 09237771",-,Netherlands,Arts and Humanities
30745,21100932723,Documenti Geografici,journal,22817549,-,Italy,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
30746,21101047376,Dostoevsky Journal,journal,"15355314, 23752122",-,Netherlands,Arts and Humanities
30747,21100975882,Doxa. Cuadernos de Filosofia del Derecho,journal,"02148676, 23864702",-,Spain,Arts and Humanities; Social Sciences
30748,21100914237,Drama Therapy Review,journal,"20547668, 20547676",-,United Kingdom,Arts and Humanities; Health Professions
30749,21101039667,"Drawing: Research, Theory, Practice",journal,"20570392, 20570384",-,United Kingdom,Arts and Humanities
30750,21101089657,Drone Systems and Applications,journal,25644939,-,Canada,Computer Science; Engineering; Mathematics
30751,21101017244,Drones,journal,2504446X,-,Switzerland,Computer Science; Engineering
30752,21100903428,Drug Delivery Letters,journal,"2210304X, 22103031",-,Netherlands,"Engineering; Pharmacology, Toxicology and Pharmaceutics"
30753,21101012656,Drug Development and Registration,journal,"26585049, 23052066",-,Russian Federation,"Pharmacology, Toxicology and Pharmaceutics"
30754,21101091794,Dusunen Adam - The Journal of Psychiatry and Neurological Sciences,journal,13095749,-,Turkey,Medicine
30755,21100202705,EAAP Scientific Series,book series,00712477,-,Netherlands,Agricultural and Biological Sciences
30756,21101049547,EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,journal,24100218,-,Belgium,Computer Science; Engineering
30757,21101072199,EAI Endorsed Transactions on Scalable Information Systems,journal,20329407,-,Belgium,Computer Science; Decision Sciences
30758,21101048987,Earozoru Kenkyu,journal,"1881543X, 09122834",-,Japan,Environmental Science; Materials Science
30759,21101047722,Earth and Planetary Physics,journal,20963955,-,United States,Earth and Planetary Sciences; Physics and Astronomy
30760,21101063742,Earth System Governance,journal,25898116,-,Netherlands,Environmental Science; Social Sciences
30761,21101037910,East Asian Journal of Popular Culture,journal,"20517084, 20517092",-,United Kingdom,Arts and Humanities; Social Sciences
30762,21101018929,East European Journal of Physics,journal,"23124334, 23124539",-,Ukraine,Materials Science; Physics and Astronomy
30763,21100967510,East European Journal of Psycholinguistics,journal,"23123265, 23132116",-,Ukraine,Psychology; Social Sciences
30764,21101045765,Eastern African Literary and Cultural Studies,journal,"23277416, 23277408",-,United Kingdom,Arts and Humanities; Social Sciences
30765,21101044732,E-Balonmano.com: Revista de Ciencias del Deporte,journal,18857019,-,Spain,"Business, Management and Accounting; Health Professions; Social Sciences"
30766,21101090843,Ebre 38,journal,"18852580, 16962672",-,Spain,Arts and Humanities
30767,21101046163,ECNU Review of Education,journal,"20965311, 26321742",-,United Kingdom,Social Sciences
30768,21100921070,Ecological Engineering: X,journal,25902903,-,Netherlands,Environmental Science
30769,21101049095,"Ecology, Economy and Society",journal,"25816101, 25816152",-,India,"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Environmental Science"
30770,21101098757,EcoMat,journal,25673173,-,United States,Chemistry; Materials Science
30771,21101059786,Economia,journal,"15297470, 15336239",-,United States,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
30772,21100937582,Economia y Politica,journal,"07194714, 07194803",-,Chile,"Economics, Econometrics and Finance; Social Sciences"
30773,21101020022,Economic Horizons,journal,"1450863X, 22179232",-,Serbia,"Business, Management and Accounting; Economics, Econometrics and Finance"
30774,21100923619,Economic Research Guardian,journal,22478531,-,Romania,"Economics, Econometrics and Finance; Social Sciences"
30775,21100927990,Economics of Peace and Security Journal,journal,1749852X,-,United States,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
30776,21101023312,Economics of Transition and Institutional Change,journal,"25776975, 25776983",-,United States,"Economics, Econometrics and Finance"
30777,21101018315,Edelweiss Applied Science and Technology,journal,25768484,-,United States,Multidisciplinary
30778,21100903063,Edinburgh Law Review,journal,"17551692, 13649809",-,United Kingdom,Arts and Humanities; Social Sciences
30779,21101043322,Education in Medicine Journal,journal,21801932,-,Malaysia,Health Professions; Medicine; Nursing; Social Sciences
30780,21100903490,Education in the Knowledge Society (discontinued),journal,24448729,-,Spain,Computer Science; Social Sciences
30781,21100943319,Educational Administration: Theory and Practice,journal,"13004832, 21482403",-,Turkey,Social Sciences
30782,21101041842,Educational Process: International Journal,journal,"25648020, 21470901",-,Turkey,Social Sciences
30783,21100914897,Egyptian Journal of Botany,journal,"23570350, 03759237",-,Egypt,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
30784,21101072530,Egyptian Journal of Otolaryngology,journal,"20908539, 10125574",-,Germany,Medicine
30785,21100929414,Eidola,journal,"1826719X, 18246192",-,Italy,Arts and Humanities
30786,21101039834,Eidos: A Journal for Philosophy of Culture,journal,2544302X,-,Poland,Arts and Humanities; Social Sciences
30787,21101041936,Eikon Imago,journal,22548718,-,Spain,Arts and Humanities
30788,21101039763,EJNMMI Radiopharmacy and Chemistry,journal,2365421X,-,Switzerland,"Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
30789,21100939681,eJournal of eDemocracy and Open Government,journal,20759517,-,Austria,Computer Science; Social Sciences
30790,21100981275,EJVES Vascular Forum,journal,2666688X,-,United Kingdom,Medicine
30791,21100930159,Ekonomia i Srodowisko,journal,"08678898, 23006420",-,Poland,"Economics, Econometrics and Finance; Environmental Science"
30792,21101022747,Ekonomika Vilniaus Universitetas,journal,"13921258, 24246166",-,Poland,"Economics, Econometrics and Finance"
30793,21100948918,Ekphrasis,journal,25592068,-,Romania,Arts and Humanities; Social Sciences
30794,21100928807,Electrica,journal,26199831,-,Turkey,Engineering
30795,21101066743,Electrical Engineering and Electromechanics,journal,"23093404, 2074272X",-,Ukraine,Energy; Engineering
30796,21101046230,Electrochemical Energy Reviews,journal,25208136,-,Germany,Chemical Engineering; Chemistry; Energy; Materials Science
30797,18300156706,Electronic News,journal,"1931244X, 19312431",-,United States,Computer Science; Social Sciences
30798,21101066573,Electronic Research Archive,journal,26881594,-,United States,Mathematics
30799,21101047058,Electronic Structure,journal,25161075,-,United Kingdom,Chemistry; Engineering; Materials Science; Physics and Astronomy
30800,27161,Embroidery,trade journal,14773724,-,United Kingdom,Arts and Humanities
30801,21101034112,Emergent Materials,journal,"2522574X, 25225731",-,Switzerland,Energy; Environmental Science; Materials Science
30802,21101017598,Emerging Science Journal,journal,26109182,-,Italy,Multidisciplinary
30803,21101021573,Emerging topics in life sciences,journal,"23978554, 23978562",-,United Kingdom,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
30804,21101101860,Eminak,journal,"27080226, 19984634",-,Ukraine,Arts and Humanities; Social Sciences
30805,21101043799,Emotions and Society,journal,"26316900, 26316897",-,United Kingdom,Psychology; Social Sciences
30806,21100428360,Emotions and States of Mind in East Asia,book series,18788084,-,Netherlands,Arts and Humanities; Social Sciences
30807,21100916527,Empedocles,journal,"17571960, 17571952",-,United Kingdom,Arts and Humanities; Social Sciences
30808,21100976772,EMS Surveys in Mathematical Sciences,journal,"2308216X, 23082151",-,Germany,Mathematics
30809,21101053115,En-Claves del Pensamiento,journal,"25941100, 1870879X",-,Mexico,Arts and Humanities
30810,21101045759,Encuentros (Maracaibo),journal,"26108046, 23436131",-,Venezuela,Arts and Humanities; Social Sciences
30811,21101030209,Energy and Environmental Materials,journal,"25750348, 25750356",-,United States,Energy; Environmental Science; Materials Science
30812,21100896269,Energy Conversion and Management: X,journal,25901745,-,United Kingdom,Energy
30813,21100911339,Energy Harvesting and Systems,journal,"23298774, 23298766",-,Germany,Chemistry; Energy; Engineering
30814,21101048366,Energy Informatics,journal,25208942,-,United Kingdom,Computer Science; Energy
30815,21101090590,Energy Storage,journal,25784862,-,United States,Energy
30816,21101047377,EnergyChem,journal,25897780,-,Netherlands,Chemistry; Energy; Materials Science
30817,21101039622,Engineered Science,journal,"2576988X, 25769898",-,United States,Chemistry; Computer Science; Energy; Engineering; Materials Science; Mathematics
30818,21101081697,Engineering Materials,book series,"16121317, 18681212",-,Germany,Engineering; Materials Science; Physics and Astronomy
30819,21101039233,Engineering Project Organization Journal,journal,"21573727, 21573735",-,United States,"Business, Management and Accounting; Decision Sciences; Engineering"
30820,21101101247,Engineering Reports,journal,25778196,-,United States,Computer Science; Engineering
30821,21101023156,Engineering Research Express,journal,26318695,-,United Kingdom,Engineering
30822,5800207698,English Linguistics,journal,09183701,-,Japan,Social Sciences
30823,21100967515,English Literature,journal,2420823X,-,Italy,Arts and Humanities
30824,21100915635,English Scholarship Beyond Borders,journal,24109096,-,United Arab Emirates,Social Sciences
30825,21100901577,Enrahonar,journal,"0211402X, 2014881X",-,Spain,Arts and Humanities
30826,21101018931,Entangled Religions,journal,23636696,-,Germany,Arts and Humanities
30827,21101045749,Entomon,journal,03779335,-,India,Agricultural and Biological Sciences
30828,21101096642,Entrepreneurship Education and Pedagogy,journal,25151274,-,United States,"Business, Management and Accounting; Social Sciences"
30829,21101021196,Environment and Planning B: Urban Analytics and City Science,journal,"23998083, 23998091",-,United Kingdom,Engineering; Environmental Science; Social Sciences
30830,21101093005,Environment and Planning E: Nature and Space,journal,"25148486, 25148494",-,United States,Environmental Science; Social Sciences
30831,21101036139,Environmental and Sustainability Indicators,journal,26659727,-,Netherlands,Agricultural and Biological Sciences; Environmental Science
30832,21101043805,Environmental DNA,journal,26374943,-,United States,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
30833,21101071896,Environmental Economics,journal,"19986041, 1998605X",-,Ukraine,"Economics, Econometrics and Finance; Energy; Environmental Science; Social Sciences"
30834,21101056819,Environmental Epidemiology,journal,24747882,-,United States,Environmental Science; Medicine
30835,21101048255,Environmental Epigenetics,journal,20585888,-,United States,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine"
30836,21100909468,Environmental Health and Toxicology,journal,22336567,-,South Korea,"Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
30837,21101021452,Environmental Health Engineering and Management,journal,"24233765, 24234311",-,Iran,Chemical Engineering; Environmental Science; Medicine
30838,21101042482,Environmental Humanities,journal,22011919,-,United States,Environmental Science; Social Sciences
30839,21101046767,Environmental Research Communications,journal,25157620,-,United Kingdom,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
30840,21100970265,Eos (Poland),journal,00127825,-,Poland,Arts and Humanities
30841,21101043576,Epigenomes,journal,20754655,-,Switzerland,"Biochemistry, Genetics and Molecular Biology; Environmental Science"
30842,21100983358,Epilepsy and Paroxysmal Conditions,journal,"20778333, 23114088",-,Russian Federation,Medicine; Neuroscience
30843,21101052714,Equilibrium. Quarterly Journal of Economics and Economic Policy,journal,"1689765X, 23533293",-,Poland,"Economics, Econometrics and Finance"
30844,21101053654,ER(R)GO,journal,"15086305, 25443186",-,Poland,Arts and Humanities; Social Sciences
30845,21101100208,ES Materials and Manufacturing,journal,"25780611, 2578062X",-,United States,Engineering; Materials Science; Mathematics
30846,21101021416,ES Review,journal,"25311654, 25311646",-,Spain,Arts and Humanities; Social Sciences
30847,21101033241,ESARDA Bulletin,journal,"03923029, 19775296",-,Italy,Energy; Engineering; Mathematics; Physics and Astronomy
30848,21101034122,Espaces et Societes,journal,"00140481, 19618700",-,France,Social Sciences
30849,21101042951,Estonian Discussions on Economic Policy,journal,"22281878, 17365597",-,Estonia,"Economics, Econometrics and Finance; Social Sciences"
30850,21101097079,Estudios de Deusto,journal,"23869062, 04234847",-,Spain,Social Sciences
30851,21101012520,Estudios de Economia Aplicada (discontinued),journal,"16975731, 11333197",-,Spain,"Economics, Econometrics and Finance"
30852,21100933830,Estudios Fronterizos,journal,23959134,-,Mexico,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
30853,21100970236,Estudios Gerenciales,journal,"01235923, 26656744",-,Colombia,"Business, Management and Accounting; Economics, Econometrics and Finance"
30854,21101075505,Estudis de Literatura Oral Popular,journal,20147996,-,Spain,Arts and Humanities
30855,21101051697,Ethical Thought,journal,"20744897, 20744870",-,Russian Federation,Arts and Humanities
30856,21101039065,Ethics in Progress,journal,20849257,-,Poland,Arts and Humanities; Psychology; Social Sciences
30857,21100322909,Ethnologia Fennica,book series,03551776,-,Finland,Social Sciences
30858,21101038727,Etnografia,journal,"26188600, 26870789",-,Russian Federation,Arts and Humanities; Social Sciences
30859,21101021443,eTransportation,journal,25901168,-,Netherlands,Energy; Engineering; Social Sciences
30860,21100933328,Etudes Romanes de Brno,journal,"23364416, 18037399",-,Czech Republic,Arts and Humanities; Social Sciences
30861,21101089950,Eurasian Chemical Communications,journal,"27170535, 26766280",-,France,Chemistry
30862,21101066328,Eurasian Journal of Family Medicine,journal,"21473161, 21473404",-,Turkey,Medicine
30863,21101039843,Eurasian Journal of Physics and Functional Materials,journal,"26168537, 25229869",-,Kazakhstan,Materials Science; Physics and Astronomy
30864,21100920795,Eurasian Physical Technical Journal,journal,"24132179, 18111165",-,Kazakhstan,Energy; Engineering; Materials Science; Physics and Astronomy
30865,21101038805,Eurasian Studies in Business and Economics,book series,"23645067, 23645075",-,Netherlands,"Business, Management and Accounting; Economics, Econometrics and Finance"
30866,21101045216,Eurobiotech Journal,journal,2564615X,-,Poland,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Engineering"
30867,21101099109,Euro-Mediterranean Journal for Environmental Integration,journal,"23657448, 23656433",-,United States,Environmental Science
30868,21101061050,Europa XXI,journal,"14297132, 23008547",-,Poland,Social Sciences
30869,21100976737,European Clinical Respiratory Journal,journal,20018525,-,United Kingdom,Medicine
30870,21101032706,European Competition and Regulatory Law Review,journal,25103148,-,Germany,"Economics, Econometrics and Finance; Social Sciences"
30871,21100924840,European Data Protection Law Review,journal,"2364284X, 23642831",-,Germany,Social Sciences
30872,21100901463,European Endodontic Journal,journal,25480839,-,Turkey,Dentistry
30873,21101091713,European Journal for Qualitative Research in Psychotherapy,journal,17567599,-,Ireland,Psychology
30874,21101021441,European Journal of American Studies,journal,19919336,-,France,Arts and Humanities; Social Sciences
30875,21101043444,European Journal of Analytic Philosophy,journal,"18490514, 18458475",-,Croatia,Arts and Humanities
30876,21101039228,European Journal of Applied Linguistics,journal,"21929521, 2192953X",-,Germany,Social Sciences
30877,21101048049,European Journal of Applied Linguistics and TEFL,journal,21921032,-,Germany,Social Sciences
30878,21101064804,European Journal of Family Business,journal,"2444877X, 24448788",-,Spain,"Business, Management and Accounting"
30879,21101034520,European Journal of Forest Engineering,journal,21495637,-,Turkey,Agricultural and Biological Sciences; Engineering
30880,21101037316,European Journal of Human Movement,journal,23864095,-,Spain,Health Professions; Social Sciences
30881,21101037159,European Journal of Hybrid Imaging,journal,25103636,-,Netherlands,"Biochemistry, Genetics and Molecular Biology; Computer Science; Medicine"
30882,21101042487,"European Journal of Investigation in Health, Psychology and Education",journal,"21748144, 22549625",-,Switzerland,Psychology
30883,21100983131,European Journal of Korean Studies,journal,"26314134, 25165399",-,United Kingdom,Arts and Humanities; Social Sciences
30884,21101042154,European Journal of Microbiology and Immunology,journal,20628633,-,Hungary,Immunology and Microbiology; Medicine
30885,21101048280,European Journal of Midwifery,journal,25852906,-,Greece,Medicine; Nursing
30886,21100898536,European Journal of Obstetrics and Gynecology and Reproductive Biology: X,journal,25901613,-,Ireland,Medicine
30887,21101021989,European Journal of Politics and Gender,journal,"25151096, 25151088",-,United Kingdom,Social Sciences
30888,21100942847,European Journal of Pragmatism and American Philosophy,journal,20364091,-,Italy,Arts and Humanities; Psychology; Social Sciences
30889,21101060896,European Journal of Psychology Open,journal,26738627,-,Germany,Psychology
30890,21100981084,European Journal of Pure and Applied Mathematics,journal,13075543,-,United States,Mathematics
30891,21101039812,European Journal of Science and Mathematics Education,journal,2301251X,-,Cyprus,Social Sciences
30892,21101100111,European Journal of STEM Education,journal,24684368,-,Netherlands,Multidisciplinary
30893,21101079441,European Oral Research,journal,"26512823, 26306158",-,Turkey,Dentistry
30894,21101061457,European Pharmaceutical Law Review,journal,"25117157, 25117181",-,Germany,"Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
30895,21100970293,European Procurement and Public Private Partnership Law Review,journal,"21947384, 21947376",-,Germany,"Economics, Econometrics and Finance; Social Sciences"
30896,21101023975,European Public and Social Innovation Review,journal,25299824,-,Spain,"Economics, Econometrics and Finance; Social Sciences"
30897,21101045769,European Security,journal,"17461545, 09662839",-,United Kingdom,Social Sciences
30898,21100944126,European State Aid Law Quarterly,journal,"16195272, 21908184",-,Germany,Social Sciences
30899,21101017897,European Yearbook of the History of Psychology,journal,"22955267, 25070304",-,Belgium,Arts and Humanities; Psychology
30900,21101056114,Evidence-Based Practice in Child and Adolescent Mental Health,journal,"23794925, 23794933",-,United States,Medicine
30901,21101040628,Evolution Letters,journal,20563744,-,United Kingdom,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
30902,21101019704,Evolutionary Human Sciences,journal,2513843X,-,United States,Agricultural and Biological Sciences; Psychology; Social Sciences
30903,21101041408,Evolutionary Psychological Science,journal,21989885,-,Switzerland,Psychology
30904,21101016800,Evolutionary Studies in Imaginative Culture,journal,"24729884, 24729876",-,United States,Arts and Humanities; Social Sciences
30905,21101022220,Evolutionary Systematics,journal,25350730,-,Bulgaria,Agricultural and Biological Sciences
30906,21101090589,Experimental and Computational Multiphase Flow,journal,"26618877, 26618869",-,China,Chemical Engineering; Energy; Engineering; Physics and Astronomy
30907,21101037300,Explorations in Media Ecology,journal,"15397785, 20480717",-,United Kingdom,Social Sciences
30908,21101070055,ExRNA,journal,23980060,-,China,"Biochemistry, Genetics and Molecular Biology"
30909,21101049680,Extracta Mathematicae,journal,26055686,-,Spain,Mathematics
30910,21101060497,Eye and Vision,journal,23260254,-,United Kingdom,Health Professions; Medicine
30911,21101023684,Fabriksoftware,journal,25697692,-,Germany,"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
30912,21100938000,Facets,journal,23711671,-,Canada,Multidisciplinary
30913,21101027511,Facial Plastic Surgery and Aesthetic Medicine,journal,"26893622, 26893614",-,United States,Medicine
30914,21101089509,Facta,journal,"19719051, 1974451X",-,Italy,Arts and Humanities; Social Sciences
30915,21100933893,Family Court Review,journal,"15312445, 17441617",-,United States,Social Sciences
30916,21820,Farmacja Polska,journal,00148261,-,Poland,"Pharmacology, Toxicology and Pharmaceutics"
30917,21101016799,Farmakoekonomika,journal,"20704933, 20704909",-,Russian Federation,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
30918,21100922188,Farmatsiya i Farmakologiya,journal,"23079266, 24132241",-,Russian Federation,"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
30919,21101045739,FASEB BioAdvances,journal,25739832,-,United Kingdom,"Biochemistry, Genetics and Molecular Biology"
30920,21100935910,FAU Studies Mathematics and Physics,book series,21967482,-,Germany,Mathematics; Physics and Astronomy
30921,21101045322,Feminist German Studies,journal,"25785192, 25785206",-,United States,Arts and Humanities; Social Sciences
30922,21100909465,Feminist Media Histories,journal,23737492,-,United States,Arts and Humanities; Social Sciences
30923,21101091182,Feminist Modernist Studies,journal,"2469293X, 24692921",-,United States,Arts and Humanities; Social Sciences
30924,21101045042,FIIB Business Review,journal,"24552658, 23197145",-,India,"Business, Management and Accounting"
30925,16400154738,Film Comment,journal,"0015119X, 0015120X",-,United States,Arts and Humanities
30926,21100920225,Film Fashion and Consumption,journal,"20442823, 20442831",-,United Kingdom,Arts and Humanities; Social Sciences
30927,16200154719,Film Studies,journal,14690314,-,United Kingdom,Arts and Humanities
30928,21100903778,Film-Philosophy,journal,14664615,-,United Kingdom,Arts and Humanities; Social Sciences
30929,21100940504,Filosofskii Zhurnal,journal,"20720726, 26584883",-,Russian Federation,Arts and Humanities
30930,21101023274,Finance,journal,"21010145, 07526180",-,France,"Business, Management and Accounting; Economics, Econometrics and Finance"
30931,21101038741,Finance: Theory and Practice,journal,"25877089, 25875671",-,Russian Federation,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
30932,21101020133,Fire,journal,25716255,-,Switzerland,Agricultural and Biological Sciences; Earth and Planetary Sciences; Engineering; Environmental Science; Social Sciences
30933,21101095578,Fisheries and Aquatic Life,journal,"2545059X, 25450255",-,Poland,Agricultural and Biological Sciences
30934,21101049549,Fisioterapia em Movimento,journal,19805918,-,Brazil,Health Professions; Medicine
30935,21100936541,Folia Linguistica et Litteraria,journal,"23370955, 18008542",-,Montenegro,Arts and Humanities; Social Sciences
30936,21101081524,Folia Oeconomica Stetinensia,journal,"17304237, 18980198",-,Poland,"Business, Management and Accounting; Economics, Econometrics and Finance"
30937,21101022225,Food and History,journal,"17803187, 20342101",-,Belgium,Agricultural and Biological Sciences; Arts and Humanities
30938,21100872741,"Food Chemistry, Function and Analysis",book series,"23980656, 23980664",-,United Kingdom,Agricultural and Biological Sciences; Chemistry
30939,21100896855,Food Chemistry: X,journal,25901575,-,United Kingdom,Agricultural and Biological Sciences; Chemistry
30940,21100935101,Food Engineering Progress,journal,"22881247, 12264768",-,South Korea,Agricultural and Biological Sciences
30941,21101095939,Food Ethics,journal,23646861,-,Switzerland,Agricultural and Biological Sciences; Arts and Humanities
30942,21101028329,Food Processing: Techniques and Technology,journal,"20749414, 23131748",-,Russian Federation,"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Engineering"
